OccId;Term;Scientific Name;File;1000-Words-Frame;text

bird;Aves;organism;PG10050;1;she thought all at once of a summer morning when she was a child, when she had woke in the deep night which yet was day, early, so early that the birds were scarcely astir, and had risen up with a delicious sense of daring and of being all alone in the mystery of the sunrise, in the unawakened world which lay at her feet to be explored, as if she were eve just entering upon eden.

lily;Lilium;organism;PG10050;8;and so she smiled all the more, and held out her hands and said, "i am sure i know you," upon which the other kissed her and said, "we all know each other, but i have seen you often before you came here," and knelt down by her, among the flowers that were growing, just in front of some tall lilies that grew over her, and made a lovely canopy over her head.

lily;Lilium;organism;PG10050;9;young margaret, who had been kneeling by her, rose up too and stood among the lilies, waiting, her soft countenance shining, her eyes turned towards him who was coming.

grass;Agrostis capillaris;organism;PG10050;10;she felt no longer, as at first, like the child she remembered to have been, venturing out in the awful lovely stillness of the morning before any one was awake, but she felt that to move along was a delight, and that her foot scarcely touched the grass.

grass;Poaceae;organism;PG10050;10;she felt no longer, as at first, like the child she remembered to have been, venturing out in the awful lovely stillness of the morning before any one was awake, but she felt that to move along was a delight, and that her foot scarcely touched the grass.

grass;Agrostis capillaris;organism;PG10050;18;they were like what gold is, beautiful and clear, of a lovely color, but softer in tone than metal ever was, and as cool and fresh to walk upon and to touch as if they had been velvet grass.

grass;Poaceae;organism;PG10050;18;they were like what gold is, beautiful and clear, of a lovely color, but softer in tone than metal ever was, and as cool and fresh to walk upon and to touch as if they had been velvet grass.

bird;Aves;organism;PG10050;20;the pilgrim would have liked to pause at every moment to see one lovely thing or another, but the painter walked on steadily till he came to a room which was full of sketches, some of them like pictures in little, with many figures,--some of them only a representation of a flower, or the wing of a bird.

bird;Aves;organism;PG10050;22;but every day as he rode out he saw at one door a child, a little fair boy, who sat on the steps, and sang his little song like a bird.

horse;Equus ferus caballus;organism;PG10050;22;this child was never afraid of anything,--when the horses pranced past him, and the troopers pushed him aside, he looked up into their faces and smiled.

apple;Malus domestica;organism;PG10050;22;and when he had anything, a piece of bread, or an apple, or a plaything, he shared it with his playmates, and his little face, and his pretty voice, and all his pleasant ways, made that corner bright.

tree;Tracheophyta;organism;PG10050;25;she was walking on in this pleasant way, when she heard a sound that was like silver trumpets, and saw the crowd turn towards an open space in which all the beautiful buildings were shaded with fine trees, and flowers were springing at the very edge of the pavements.

plant;Plantae;organism;PG10050;28;the little pilgrim was not weary, but the lady placed her upon a couch in the porch, where the pillars and the roof were all formed of interlacing plants and flowers, and there they sat with her, and talked, and explained to her many things.

tree;Tracheophyta;organism;PG10050;30;and now she found herself at a distance from the great city, which shone in the light with its beautiful towers, and roofs, and all its monuments, softly fringed with trees, and set in a heavenly firmament.

tree;Tracheophyta;organism;PG10050;30;the path lay along the bank of the river which flowed beside her and made the air full of music, and a soft air blew across the running stream and breathed in her face and refreshed her, and the birds sang in all the trees.

bird;Aves;organism;PG10050;30;the path lay along the bank of the river which flowed beside her and made the air full of music, and a soft air blew across the running stream and breathed in her face and refreshed her, and the birds sang in all the trees.

tree;Tracheophyta;organism;PG10050;30;and she perceived that the village folk were a simple folk, not learned and wise like those she had left, and that though they lived within sight of the great city, and showed every stranger the beautiful view of it, and the glory of its towers, yet few among them had travelled there, for they were so content with their fields, and their river, and the shade of their trees, and the birds singing, and their simple life, that they wanted no change, though it pleased them to receive the little pilgrim, and they brought her into their villages rejoicing, and called every one to see her.

bird;Aves;organism;PG10050;30;and she perceived that the village folk were a simple folk, not learned and wise like those she had left, and that though they lived within sight of the great city, and showed every stranger the beautiful view of it, and the glory of its towers, yet few among them had travelled there, for they were so content with their fields, and their river, and the shade of their trees, and the birds singing, and their simple life, that they wanted no change, though it pleased them to receive the little pilgrim, and they brought her into their villages rejoicing, and called every one to see her.

tree;Tracheophyta;organism;PG10050;31;and they told her how the lord himself would come among them, and sit down under a tree, and tell them one of his parables, and make them all more happy than words could say, and how sometimes he would send one out of the beautiful city, with a poem or tale to say to them, and bands of lovely music, more lovely than anything beside, except the sound of the lord's own voice.

tree;Tracheophyta;organism;PG10050;32;they sat down by the roadside under the shade of the trees,--while the river ran softly by, and everything was hushed out of sympathy and kindness,--and questioned each other of all that had been and was to be.

sage;Salvia patens;organism;PG10051;1;one fair morning while she turned over these thoughts in her mind there suddenly came towards her one whom she knew as a sage, of the number of those who know many mysteries and search into the deep things of the father.

plant;Plantae;organism;PG10051;2;it was narrow and rough, and the skies were dim, and as she went on by the side of her guide she saw houses and gardens which were to her like the houses that children build, and the little gardens in which they sow seeds and plant flowers, and take them up again to see if they are growing.

sage;Salvia patens;organism;PG10051;2;she turned to the sage, saying, 'what are--?'

sage;Salvia patens;organism;PG10051;2;'if anything comes into your heart to do or say, it will be well for them,' the sage replied,and he took her by the hand and led her into a house she knew.

sage;Salvia patens;organism;PG10051;3;and the sage who was her companion soothed her with kind words.

sage;Salvia patens;organism;PG10051;3;the sage only shook his head at her, smiling.

sage;Salvia patens;organism;PG10051;4;said the sage, and when she listened she heard the sound of the children going back with a great murmur and ringing of pleasant voices like silver bells in the air, and among them the voice of the child asking a thousand questions, calling them by their names.

sage;Salvia patens;organism;PG10051;4;the sage said in her ear.

sage;Salvia patens;organism;PG10051;5;as she came forth again comforted, she found the sage standing with his face lifted to heaven, smiling still at the sound, though faint and distant, of the children all calling to each other and shouting together as they reached the gate.

sage;Salvia patens;organism;PG10051;6;the sage made her a sign to follow, and these two tender companions accompanied her who saw them not, walking darkling by the silent way.

sage;Salvia patens;organism;PG10051;6;'it is the secret of the lord,' said the sage, but not even they had seen him passing by.

sage;Salvia patens;organism;PG10051;7;'at his own time,' said the sage, 'and in his own way.'

brier;Erica arborea;organism;PG10051;7;though she was herself among the blessed, yet the thorns and briers of the earth caught at her garments and pierced her tender feet.

sage;Salvia patens;organism;PG10051;8;'little sister,' said the sage, 'to us who are born of the earth it is hard to remember that the child belongs not first to the parents, nor the husband to the wife, nor the wife to the husband, but that all are the children of the father.

sage;Salvia patens;organism;PG10051;8;'he will come when all things are ready,' said the sage, and as they went upon their way be showed her other sights, and the mysteries of the heart of man, and the great patience of our lord.

tree;Tracheophyta;organism;PG10051;8;the air was fresh with the dew, and the birds awaking in the trees, and the breeze so sweet that it seemed to blow from heaven, and to the two travellers it seemed almost in the joy of the new day as if the lord had already come.

bird;Aves;organism;PG10051;8;the air was fresh with the dew, and the birds awaking in the trees, and the breeze so sweet that it seemed to blow from heaven, and to the two travellers it seemed almost in the joy of the new day as if the lord had already come.

sage;Salvia patens;organism;PG10051;9;the air seemed in a moment to be full of the sound of footsteps, and of something more subtle, which the sage and the pilgrim knew to be wings, and as they looked, there grew before them the semblance of a court of justice, with accusers and defenders, but the judge and the criminal were one.

old wife;Enoplosus armatus;organism;PG10051;9;but then there came a clang and clamor of sound on the other side, and voices called out to him as comrade, as lover, as friend, and reminded him of the delights which once had been so sweet to him, and of the freedom he loved, and boasted the right of man to seek what was pleasant and what was sweet, and flouted him as a coward whose aim was to save himself, and scorned him as a believer in old wives' tales and superstitions that men had outgrown.

sage;Salvia patens;organism;PG10051;9;she put her hand upon the arm of the sage and called to him, 'speak you, speak you!

sage;Salvia patens;organism;PG10051;9;the sage led the little pilgrim forth in a great confusion, so that she could not speak for wonder.

sage;Salvia patens;organism;PG10051;10;the sage spoke softly, as if with awe.

grass;Agrostis capillaris;organism;PG10051;13;it was like a flowery plateau high among the hills, in a region where are no frosts to check the glow of the flowers, or scorch the grass.

grass;Poaceae;organism;PG10051;13;it was like a flowery plateau high among the hills, in a region where are no frosts to check the glow of the flowers, or scorch the grass.

bird;Aves;organism;PG10051;14;cried the little pilgrim, her heart bounded forward like a bird.

grass;Agrostis capillaris;organism;PG10051;18;he lay there, half in the light and half in the shadow, gripping the rocks with his hands, burrowing into the cool herbage above and the mountain flowers, clinging, catching hold, despairing, yet seizing everything he could grasp,--the tender grass, the rolling stones.

grass;Poaceae;organism;PG10051;18;he lay there, half in the light and half in the shadow, gripping the rocks with his hands, burrowing into the cool herbage above and the mountain flowers, clinging, catching hold, despairing, yet seizing everything he could grasp,--the tender grass, the rolling stones.

grass;Agrostis capillaris;organism;PG10051;19;he lay silent while they watched and waited, then turned himself upon the grass, which was as soft to the weary wayfarer as angels' wings, and then the sunshine caught his eye, as if he had been a newborn babe awakened to the light.

grass;Poaceae;organism;PG10051;19;he lay silent while they watched and waited, then turned himself upon the grass, which was as soft to the weary wayfarer as angels' wings, and then the sunshine caught his eye, as if he had been a newborn babe awakened to the light.

ray;Rajomorphii;organism;PG10051;19;he put out his hand to it, and touched the ground that was golden with those heavenly rays, and gathered himself up till he felt it upon his face, and opened wide his dazzled eyes, then shaded them with trembling hands, and said to himself, 'it is the sun, it is the sun!'

ray;Rajomorphii;organism;PG10051;20;for when the eyes are used to the darkness, the horror of the gloom was no longer like a solid thing, but moved into shades of darker and less dark, so that she saw where the rocks stood, and how they sank with edges that cut like swords down and ever down into the abysses, and how here a deep ravine was rent between them, and there were breaks and scars as though some one had caught the jagged points with wounded hand or foot, struggling up the perpendicular surface towards the little ray of light, like a tiny star which shone as on immeasurable heights to show where life was.

ray;Rajomorphii;organism;PG10051;20;as she travelled deeper and deeper, it was a wonder to see how far that little ray penetrated down and down through gulfs of darkness, blue and cold like the shimmer of a diamond, and even when it could be seen no more, sent yet a shadowy refraction, a line of something less black than the darkness, a lightening amid the gloom, a something indefinable which was hope.

bird;Aves;organism;PG10051;22;it had taken less than a moment to sweep him past, quicker than the flight of a bird, as sudden as a lightning flash.

bird;Aves;organism;PG10051;24;and all her being thrilled like a bird with its song, so that the very air stirred, yet no voice came.

tree;Tracheophyta;organism;PG10051;32;here and there seemed a cluster of giant trees scathed as if by lightning, their bare boughs standing up as high as the distant towers, their trunks like black columns without foliage.

ash;Fraxinus;organism;PG10051;34;i might have flung myself upon a bed of hot ashes, so much was it unlike the dewy cool earth which i expected, upon which one can always throw one's self with a sensation of repose.

ash;Fraxinus;organism;PG10051;36;he struggled up from the ground, clearing his hot eyes from the ashes that were in them, and putting aside his singed hair.

animal;Animalia;organism;PG10051;36;you've got to go the round like the rest,' he said with a laugh which was like a sound uttered by a wild animal rather than a human voice.

miner;Geositta;organism;PG10051;37;it was not fire, it was the lurid glow of the gold, glowing like flame, at which countless miners were working.

fly;Diptera;organism;PG10051;37;they were all about like flies,--some on their knees, some bent double as they stooped over their work, some lying cramped upon shelves and ledges.

dog;Canis lupus familiaris;organism;PG10051;37;he had the air of ordering all that was going on, and stood unaffected by the blaze, commanding the other wretched officials, who obeyed him like dogs.

dog;Canidae;organism;PG10051;37;he had the air of ordering all that was going on, and stood unaffected by the blaze, commanding the other wretched officials, who obeyed him like dogs.

ash;Fraxinus;organism;PG10051;37;i had strength enough, however,for i cared not for the gold,, to fling myself back the other way upon the ground, where i rolled backwards, downwards, i knew not how, turning over and over upon sharp ashes and metallic edges, which tore my hair and beard.

ash;Fraxinus;organism;PG10051;37;i had sense to lie still among the ashes thrown up out of the pit, while i heard their voices.

ash;Fraxinus;organism;PG10051;37;the glitter of a lantern flashed in my eyes, a foot passed, crashing among the ashes so close to my cheek that the shoe grazed it.

claw;Amniota;body;PG10051;42;once more my life from its beginning to its end rose up before me,--each scene like a spectre, like the harpies of the old fables rending me with tooth and claw.

dog;Canis lupus familiaris;organism;PG10051;50;i dragged myself at last by intervals, like a sick dog, outside the revels, still hearing them, which was torture to me, even when at last i got beyond the crowd.

dog;Canidae;organism;PG10051;50;i dragged myself at last by intervals, like a sick dog, outside the revels, still hearing them, which was torture to me, even when at last i got beyond the crowd.

reptile;Reptilia;organism;PG10051;51;here and there were heaps of ruin, which had been villages and cities, but nothing was in them save reptiles and crawling poisonous life and traps for the unwary wanderer.

ash;Fraxinus;organism;PG10051;51;how often i stumbled and fell among these ashes and dust-heaps of the past!

butterfly;Pieris (Pieridae);organism;PG10051;53;it is a gossamer-web upon some bush, or a butterfly blown on the wind.'

bush;Viburnum plicatum;organism;PG10051;53;it is a gossamer-web upon some bush, or a butterfly blown on the wind.'

butterfly;Pieris (Pieridae);organism;PG10051;53;'there are neither butterflies nor gossamers here.'

simson;Senecio vulgaris;organism;PG10052;1;"put him on his pony, and let him ride into the high school every morning, it will do him all the good in the world," dr. simson said, "and when it is bad weather, there is the train."

tree;Tracheophyta;organism;PG10052;1;the village of brentwood lay almost under the house, on the other side of the deep little ravine, down which a stream--which ought to have been a lovely, wild, and frolicsome little river--flowed between its rocks and trees.

tree;Tracheophyta;organism;PG10052;1;our side of the dell was charmingly accidente , and clothed with fine trees, through which various paths wound down to the river-side and to the village bridge which crossed the stream.

ivy;Hedera helix;organism;PG10052;2;the old building had the remains of a tower,--an indistinguishable mass of mason-work, over-grown with ivy, and the shells of walls attached to this were half filled up with soil.

bramble;Rubus plicatus;organism;PG10052;2;there was a large room, or what had been a large room, with the lower part of the windows still existing, on the principal floor, and underneath other windows, which were perfect, though half filled up with fallen soil, and waving with a wild growth of brambles and chance growths of all kinds.

rabbit;Lagomorpha;organism;PG10052;2;no offices remained to be entered,--pantry and kitchen had all been swept out of being, but there stood the door-way open and vacant, free to all the winds, to the rabbits, and every wild creature.

simson;Senecio vulgaris;organism;PG10052;3;simson, which, of course, was the only thing to do.

horse;Equus ferus caballus;organism;PG10052;3;we must all be thankful for the quickness of the railway when in anxiety, but to have thrown myself into a post-chaise as soon as horses could be put to, would have been a relief.

horse;Equus ferus caballus;organism;PG10052;3;the horses seemed to me to creep along the long dark country road.

tree;Tracheophyta;organism;PG10052;3;as we dashed through the park, i thought i heard some one moaning among the trees, and clenched my fist at him,whoever he might be,with fury.

horse;Equus ferus caballus;organism;PG10052;3;the horses flew like lightning along the intervening path, and drew up at the door all panting, as if they had run a race.

horse;Equus ferus caballus;organism;PG10052;4;and i replied, when i could find my voice, also in a whisper, as though the jingling of the horses' furniture and the sound of their hoofs must not have been more dangerous.

horse;Equus ferus caballus;organism;PG10052;4;i stood on the steps with her a moment, almost afraid to go in, now that i was here, and it seemed to me that i saw without observing, if i may say so, that the horses were unwilling to turn round, though their stables lay that way, or that the men were unwilling.

simson;Senecio vulgaris;organism;PG10052;5;simson is well enough, but he is only a doctor.

leech;Hirudinea;organism;PG10052;5;"if i hadn't held to her like a leech, she'd have pitched me over her head, and never drew breath till we were at the door.

hare;Lepus;organism;PG10052;5;i thought it might be a hare or a rabbit snared, and i went in the morning and looked, but there was nothing.

rabbit;Lagomorpha;organism;PG10052;5;i thought it might be a hare or a rabbit snared, and i went in the morning and looked, but there was nothing.

simson;Senecio vulgaris;organism;PG10052;6;i said to myself, if father heard it he would do something, but mamma, you know, she's given over to simson, and that fellow's a doctor, and never thinks of anything but clapping you into bed."

simson;Senecio vulgaris;organism;PG10052;6;"we must not blame simson for being a doctor, roland."

simson;Senecio vulgaris;organism;PG10052;7;i knew nothing about it, not half so much as simson, but they believed in me,they had a feeling that all would go right now.

horse;Equus ferus caballus;organism;PG10052;7;they had not liked it, and the horses had not liked it.

tree;Tracheophyta;organism;PG10052;7;i walked into the heart of the shrubberies two or three times, not seeing a step before me, till i came out upon the broader carriage-road, where the trees opened a little, and there was a faint gray glimmer of sky visible, under which the great limes and elms stood darkling like ghosts, but it grew black again as i approached the corner where the ruins lay.

elm;Ulmus;organism;PG10052;7;i walked into the heart of the shrubberies two or three times, not seeing a step before me, till i came out upon the broader carriage-road, where the trees opened a little, and there was a faint gray glimmer of sky visible, under which the great limes and elms stood darkling like ghosts, but it grew black again as i approached the corner where the ruins lay.

lime;Tilia;organism;PG10052;7;i walked into the heart of the shrubberies two or three times, not seeing a step before me, till i came out upon the broader carriage-road, where the trees opened a little, and there was a faint gray glimmer of sky visible, under which the great limes and elms stood darkling like ghosts, but it grew black again as i approached the corner where the ruins lay.

old wife;Enoplosus armatus;organism;PG10052;8;the men, i could see, eyed me anxiously when i thus appeared at such an hour among them, and followed me with their eyes to jarvis's house, where he lived alone with his old wife, their children being all married and out in the world.

tree;Tracheophyta;organism;PG10052;8;ou ay, there'll be noises,--the wind in the trees, and the water soughing down the glen.

cattle;Bos taurus;organism;PG10052;8;as for tramps, cornel, no, there's little o' that kind o' cattle about here, and merran at the gate's a careful body."

tree;Tracheophyta;organism;PG10052;9;it bid to be the wind in the trees, the last gentleman said, or some effec' o' the water wrastlin' among the rocks.

horse;Equus ferus caballus;organism;PG10052;10;with a horse atween my legs, or the reins in my hand, i'm maybe nae worse than other men, but on fit, cornel--it's no the--bogles--but i've been cavalry, ye see," with a little hoarse laugh, "a' my life.

lime;Tilia;organism;PG10052;11;the contact with hard stone and lime and prickly bramble-bushes restored me a little to myself.

sponge;Porifera;organism;PG10052;12;i told bagley to put on a thick greatcoat over his evening coat, and did the same myself, with strong boots, for the soil was like a sponge, or worse.

holly;Ilex;organism;PG10052;12;on one side was the bowling-green, which the girls had taken possession of for their croquet-ground,--a wonderful enclosure surrounded by high hedges of holly, three hundred years old and more, on the other, the ruins.

tree;Tracheophyta;organism;PG10052;12;both were black as night, but before we got so far, there was a little opening in which we could just discern the trees and the lighter line of the road.

tree;Tracheophyta;organism;PG10052;12;the darkness, however, was so complete that all marks, as of trees or paths, disappeared.

grass;Agrostis capillaris;organism;PG10052;12;one moment we felt our feet on the gravel, another sinking noiselessly into the slippery grass, that was all.

grass;Poaceae;organism;PG10052;12;one moment we felt our feet on the gravel, another sinking noiselessly into the slippery grass, that was all.

squash;Lagenaria;organism;PG10052;12;we seemed to take a long time groping along seeking this, the squash of the wet soil under our feet was the only thing that marked our progress.

grass;Agrostis capillaris;organism;PG10052;12;the sounds i have mentioned--the crackling of twigs, the roll of a pebble, the sound of some rustle in the dead leaves, or creeping creature on the grass--were audible when you listened, all mysterious enough when your mind is disengaged, but to me cheering now as signs of the livingness of nature, even in the death of the frost.

dead leaf;Kallima inachus;organism;PG10052;12;the sounds i have mentioned--the crackling of twigs, the roll of a pebble, the sound of some rustle in the dead leaves, or creeping creature on the grass--were audible when you listened, all mysterious enough when your mind is disengaged, but to me cheering now as signs of the livingness of nature, even in the death of the frost.

grass;Poaceae;organism;PG10052;12;the sounds i have mentioned--the crackling of twigs, the roll of a pebble, the sound of some rustle in the dead leaves, or creeping creature on the grass--were audible when you listened, all mysterious enough when your mind is disengaged, but to me cheering now as signs of the livingness of nature, even in the death of the frost.

tree;Tracheophyta;organism;PG10052;13;as we stood still there came up from the trees in the glen the prolonged hoot of an owl.

owl;Strigiformes;organism;PG10052;13;as we stood still there came up from the trees in the glen the prolonged hoot of an owl.

owl;Strigiformes;organism;PG10052;13;"an owl," i said, under my breath.

bramble;Rubus plicatus;organism;PG10052;13;i made a spring backwards in the first moment of surprise and horror, and in doing so came sharply against the same rough masonry and brambles that had struck me before.

owl;Strigiformes;organism;PG10052;13;the contrast between it and the hoot of the owl was indescribable,--the one with a wholesome wildness and naturalness that hurt nobody, the other, a sound that made one's blood curdle, full of human misery.

ivy;Hedera helix;organism;PG10052;13;the light showed the bit of wall, the ivy glistening upon it in clouds of dark green, the bramble-branches waving, and below, the open door,--a door that led to nothing.

bramble;Rubus plicatus;organism;PG10052;14;nothing,--the juniper-bush which i thought i had never seen before, the heavy growth of the glistening ivy, the brambles waving.

ivy;Hedera helix;organism;PG10052;14;nothing,--the juniper-bush which i thought i had never seen before, the heavy growth of the glistening ivy, the brambles waving.

simson;Senecio vulgaris;organism;PG10052;15;"you've got an epidemic in your house, colonel," simson said to me next morning.

simson;Senecio vulgaris;organism;PG10052;15;upon this he laughed aloud, then said, "that's not such a bad idea, but it would ruin me forever if it were known that john simson was ghost-hunting."

simson;Senecio vulgaris;organism;PG10052;16;that night at eleven i met simson at the gate.

bush;Viburnum plicatum;organism;PG10052;16;that's a poor brute caught in some of these infernal traps of yours, you'll find it among the bushes somewhere."

horse;Equus ferus caballus;organism;PG10052;16;all was silent as a winter night could be,--so silent that we heard far off the sound of the horses in the stables, the shutting of a window at the house.

simson;Senecio vulgaris;organism;PG10052;16;simson lighted his taper and went peering about, poking into all the corners.

simson;Senecio vulgaris;organism;PG10052;16;dr. simson did nothing but utter subdued laughs under his breath.

hare;Lepus;organism;PG10052;16;there could be no idea now that it was a hare caught in a trap.

grass;Agrostis capillaris;organism;PG10052;17;we heard it coming along the grass straight towards the vacant door-way.

grass;Poaceae;organism;PG10052;17;we heard it coming along the grass straight towards the vacant door-way.

simson;Senecio vulgaris;organism;PG10052;17;simson had been a little startled by the first sound.

simson;Senecio vulgaris;organism;PG10052;17;i listened almost without any emotion at all in my own person, thinking of its effect upon simson.

holly;Ilex;organism;PG10052;17;all that coming and going of the voice was, if our ears could be trusted, exactly in front of the vacant, blank door-way, blazing full of light, which caught and shone in the glistening leaves of the great hollies at a little distance.

rabbit;Lagomorpha;organism;PG10052;17;not a rabbit could have crossed the turf without being seen, but there was nothing.

simson;Senecio vulgaris;organism;PG10052;17;after a time, simson, with a certain caution and bodily reluctance, as it seemed to me, went out with his roll of taper into this space.

holly;Ilex;organism;PG10052;17;his figure showed against the holly in full outline.

simson;Senecio vulgaris;organism;PG10052;17;simson recoiled violently, as if some one had come up against him, then turned, and held his taper low, as if examining something.

simson;Senecio vulgaris;organism;PG10052;18;next morning simson was out before breakfast, and came in with evident signs of the damp grass on his boots, and a look of worry and weariness, which did not say much for the night he had passed.

grass;Agrostis capillaris;organism;PG10052;18;next morning simson was out before breakfast, and came in with evident signs of the damp grass on his boots, and a look of worry and weariness, which did not say much for the night he had passed.

grass;Poaceae;organism;PG10052;18;next morning simson was out before breakfast, and came in with evident signs of the damp grass on his boots, and a look of worry and weariness, which did not say much for the night he had passed.

juniper;Juniperus;organism;PG10052;18;he cried, with a curious low laugh, pulling up the collar of his coat as though he felt the cold,--"there's no juniper there this morning, left or right.

simson;Senecio vulgaris;organism;PG10052;18;and i told him the story,--more than i had told simson.

simson;Senecio vulgaris;organism;PG10052;19;this gave me a little comfort,--more than simson had given me.

tree;Tracheophyta;organism;PG10052;19;the road to the station and the village lay through the glen, not by the ruins, but though the sunshine and the fresh air, and the beauty of the trees, and the sound of the water were all very soothing to the spirits, my mind was so full of my own subject that i could not refrain from turning to the right hand as i got to the top of the glen, and going straight to the place which i may call the scene of all my thoughts.

grass;Agrostis capillaris;organism;PG10052;19;the ruined gable looked due east, and in the present aspect of the sun the light streamed down through the door-way as our lantern had done, throwing a flood of light upon the damp grass beyond.

grass;Poaceae;organism;PG10052;19;the ruined gable looked due east, and in the present aspect of the sun the light streamed down through the door-way as our lantern had done, throwing a flood of light upon the damp grass beyond.

juniper;Juniperus;organism;PG10052;19;i remembered, however, what simson said about the juniper, with a little smile on my own mind as to the inaccuracy of recollection which even a scientific man will be guilty of.

simson;Senecio vulgaris;organism;PG10052;19;i remembered, however, what simson said about the juniper, with a little smile on my own mind as to the inaccuracy of recollection which even a scientific man will be guilty of.

juniper;Juniperus;organism;PG10052;19;right or left there was no juniper at all!

bramble;Rubus plicatus;organism;PG10052;19;i was confounded by this, though it was entirely a matter of detail nothing at all,--a bush of brambles waving, the grass growing up to the very walls.

grass;Agrostis capillaris;organism;PG10052;19;i was confounded by this, though it was entirely a matter of detail nothing at all,--a bush of brambles waving, the grass growing up to the very walls.

bush;Viburnum plicatum;organism;PG10052;19;i was confounded by this, though it was entirely a matter of detail nothing at all,--a bush of brambles waving, the grass growing up to the very walls.

grass;Poaceae;organism;PG10052;19;i was confounded by this, though it was entirely a matter of detail nothing at all,--a bush of brambles waving, the grass growing up to the very walls.

grass;Agrostis capillaris;organism;PG10052;19;there were marks upon the grass here and there--i could not call them footsteps--all about, but that told for nothing one way or another.

grass;Poaceae;organism;PG10052;19;there were marks upon the grass here and there--i could not call them footsteps--all about, but that told for nothing one way or another.

bramble;Rubus plicatus;organism;PG10052;19;they were half filled up with soil and debris , withered brackens and bramble,--no refuge for any one there.

bracken;Pteridium aquilinum;organism;PG10052;19;they were half filled up with soil and debris , withered brackens and bramble,--no refuge for any one there.

bracken;Pteridium;organism;PG10052;19;they were half filled up with soil and debris , withered brackens and bramble,--no refuge for any one there.

simson;Senecio vulgaris;organism;PG10052;20;something in it i felt was like my own sensation when simson in the midst of his scepticism was struck dumb.

flea;Siphonaptera;organism;PG10052;20;"with a flea in his lug," as the man described it afterwards.

beast;Animalia;organism;PG10052;20;i shut myself up in the library, where i could not rest, but kept pacing up and down like a caged beast.

simson;Senecio vulgaris;organism;PG10052;20;simson came out to dinner, and when the house was all still, and most of the servants in bed, we went out and met dr. moncrieff, as we had appointed, at the head of the glen.

simson;Senecio vulgaris;organism;PG10052;20;simson, for his part, was disposed to scoff at the doctor.

simson;Senecio vulgaris;organism;PG10052;20;"if it's the same to you," i said, "i wish you'd keep all that to yourself, simson.

simson;Senecio vulgaris;organism;PG10052;20;simson placed himself on the side next the ruins, so as to intercept any communication with the old house, which was what his mind was fixed upon.

ray;Rajomorphii;organism;PG10052;21;dr. moncrieff's lantern, which was a large one, without any means of shutting up,--an old-fashioned lantern with a pierced and ornamental top,--shone steadily, the rays shooting out of it upward into the gloom.

grass;Agrostis capillaris;organism;PG10052;21;he placed it on the grass, where the middle of the room, if this had been a room, would have been.

grass;Poaceae;organism;PG10052;21;he placed it on the grass, where the middle of the room, if this had been a room, would have been.

simson;Senecio vulgaris;organism;PG10052;21;the usual effect of the light streaming out of the door-way was prevented by the illumination which simson and i on either side supplied.

simson;Senecio vulgaris;organism;PG10052;21;i declare that it seemed to me as if i were pushed against, put aside, by the owner of the voice as he paced up and down in his trouble,--though these are perfectly futile words, seeing that the stream of light from my lantern, and that from simson's taper, lay broad and clear, without a shadow, without the smallest break, across the entire breadth of the grass.

grass;Agrostis capillaris;organism;PG10052;21;i declare that it seemed to me as if i were pushed against, put aside, by the owner of the voice as he paced up and down in his trouble,--though these are perfectly futile words, seeing that the stream of light from my lantern, and that from simson's taper, lay broad and clear, without a shadow, without the smallest break, across the entire breadth of the grass.

grass;Poaceae;organism;PG10052;21;i declare that it seemed to me as if i were pushed against, put aside, by the owner of the voice as he paced up and down in his trouble,--though these are perfectly futile words, seeing that the stream of light from my lantern, and that from simson's taper, lay broad and clear, without a shadow, without the smallest break, across the entire breadth of the grass.

grass;Agrostis capillaris;organism;PG10052;21;he was standing where i had left him, his shadow thrown vague and large upon the grass by the lantern which stood at his feet.

grass;Poaceae;organism;PG10052;21;he was standing where i had left him, his shadow thrown vague and large upon the grass by the lantern which stood at his feet.

simson;Senecio vulgaris;organism;PG10052;21;simson gave me another terrible shock, stealing into the open door-way with his light, as much awe-stricken, as wildly curious, as i.

simson;Senecio vulgaris;organism;PG10052;21;but the minister resumed, without seeing simson, speaking to some one else.

simson;Senecio vulgaris;organism;PG10052;22;simson all the time stood in the door-way, with an expression in his face such as words could not tell, his under lip dropped, his eyes wild, staring.

simson;Senecio vulgaris;organism;PG10052;22;simson held out his hand to me to help me up.

tree;Tracheophyta;organism;PG10052;22;moncrieff himself was the first to speak.

simson;Senecio vulgaris;organism;PG10052;23;but simson, who turned with us, and who had gone along all this time with his taper flaring, in entire unconsciousness, came to himself, apparently at the sound of our voices, and put out that wild little torch with a quick movement, as if of shame.

simson;Senecio vulgaris;organism;PG10052;23;i think if simson had begun again to me with his questions, i should have pitched him over the rocks as we returned up the glen, but he was silent, by a good inspiration.

tree;Tracheophyta;organism;PG10052;23;and the sky was clearer than it had been for many nights, shining high over the trees, with here and there a star faintly gleaming through the wilderness of dark and bare branches.

